IdPersona,Nombre,Colonia
459,MARIO MENDEZ-CONTRERAS,COLINAS DE ATEMAJAC
460,MIREIA COLLADO VALENTN,CAMPO POLO
461,MARCIANO ZAMORANO BARCO,AGUA BLANCA
462,ROCO GUILLN-FRANCH,AGUA BLANCA
463,ROSA MARA AMANDA PUGA HERVS,COLINAS DE ATEMAJAC
464,SANCHO BECERRA DURAN,VALLARTA SAN JORGE
465,VISITACIN RUIZ-VIZCANO,CIUDAD DE LOS NIÑOS 
466,OCTAVIA DE PEÑALVER,AGUA BLANCA
467,MARGARITA ESCALONA-SIM,COLINAS DE ATEMAJAC
468,ARTEMIO ARNAIZ QUEVEDO,AMERICANA
469,LEANDRO CAETE-NAVARRETE,AGUA BLANCA
470,LUCILA FERRÁN PLANAS,AGUA BLANCA
471,NO INIESTA GALLO,AGUA BLANCA
472,DOMITILA MARQUS ALCZAR,COLINAS DE ATEMAJAC
473,RAFAELA FIGUEROA BAOS,REAL VALLARTA
474,CNDIDA VILLA,VALENTIN GOMEZ FARIAS
475,MANOLA GUARDIOLA CONESA,OBRERA 
476,BONIFACIO SANS ANDRADE,LAS CAÑADAS
477,DAVID SOSA,LOMAS DEL SUR 
478,ARIADNA CRUZ GARRIGA,CD. DE LOS NIÑOS 
479,MARISELA VIA BENITEZ,JARDINES DEL BOSQUE
480,ENCARNACION FOLCH MESA,JARDINES DE SAN IGNACIO
481,CAYETANA GRACIA,COLINAS DE ATEMAJAC
482,OCTAVIO SIERRA,QUINTA VELARDE
483,BERNARDINO REINA CANET,COLINAS DE ATEMAJAC
484,SEVERIANO LVARO RAMÓN HERRERA,SAN MIGUEL CHAPULTEPEC
485,FERNANDA LLORENS ARROYO,JARDINES DEL BOSQUE 
486,EUFEMIA ESPINOSA GUARDIOLA,COLONOS PROVIDENCIA
487,JOSÉ ÁNGEL DE RINCN,MONRRAZ
488,NOA PADILLA ECHEVARRA,DEL VALLE
489,CELSO SUREZ BUSTOS,AGUA BLANCA
490,ROBERTA ZABALA-URIARTE,CIUDAD  GRANJA
491,ONOFRE SANJUAN,COLINAS DE ATEMAJAC
492,DEMETRIO DEL LVAREZ,COLINAS DE ATEMAJAC
493,MARA PILAR ARCOS CARDONA,COLINAS DE ATEMAJAC
494,RAFAELA BRUNILDA POL ECHEVERRA,AGUA BLANCA
495,LARA CARLOS-AZCONA,AGUA BLANCA
496,FLORINDA CASTEJN ÁNGEL,UNION OBRERA
497,PETRONA TOMAS VIVES,MIRAMAR
498,NADIA RAMOS-VELASCO,AGUA BLANCA
499,SAMU ARNAL CARREO,JARDINES DE PROVIDENCIA
500,JULIETA VILALTA CASTILLO,VALLARTA  SUR
501,CRISTBAL CABRERO SANTAMARIA,COLINAS DE ATEMAJAC
502,SANDRA GÓMEZ MANRIQUE,AGUA BLANCA
503,LUCHO MALDONADO,DEL FRESNO
504,ISIDORA OTERO PONCE,VENTA DEL ASTILLERO
505,HERMINIO ROJAS BLANES,INDUSTRIAL NOGALAR 
506,MARA JOSÉ OSORIO GRAU,BOSQUES DEL CENTINELA 1
507,GERARDO JOSÉ MARI DUARTE BARROSO,COLINAS DE ATEMAJAC
508,DIONISIA BARRAL,COLINAS DE ATEMAJAC
509,CALISTO SIERRA EXPOSITO,CIUDAD DEL SOL
510,CARIDAD DE ROCA,PRADOS TEPEYAC 
511,SOSIMO CASADO BENET,ALTAMIRA 
512,GRACIA ROSELL LEDESMA,DEL FRESNO
513,JESS MURO ESCAMILLA,DEITZ
514,MAMEN QUINTERO CHECA,CAMINO REAL
515,ROLANDO TORRECILLA MOLL,LAS AMERICAS 
516,MAURA SACRISTN HERRERA,AGUA BLANCA
517,SATURNINO FLORES CORTINA,CENTRO
518,GODOFREDO QUINTANILLA MENDOZA,COLINAS DE ATEMAJAC
519,TERESA PEÑALVER HUGUET,COLONIAL TLAQUEPAQUE
520,MORENA PUIG AGUILERA,FRACC. ALAMO INDUSTRIAL
521,JOSEFINA JAVIERA PELAYO ARAGN,RANCHO NUEVO
522,ESPIRIDIN ANGLADA-ARMAS,AMERICANA
523,DESIDERIO BENAVENTE VÁZQUEZ,STA. TERESITA
524,MAXI CUESTA MANZANO,PRADOS TEPEYAC
525,PRISCILA DE CATALN,LAS CONCHAS
526,MARTINA CALDERON ARIAS,PRADOS VALLARTA
527,SALVADOR MARTINEZ VALENCIA,COLINAS DE ATEMAJAC
528,LORETO PONCE,CIUDAD DE LOS NIÑOS
529,APOLONIA BORREGO LEIVA,FCTO. ARBOLEDAS
530,JOSEP DE MOLL,JOCOTAN
531,NOELIA DE OTERO,MODERNA
532,CRUZ CALLEJA CAPDEVILA,COLINAS DE ATEMAJAC
533,MATAS MOSQUERA SEGURA,COLOMOS PATRIA
534,PELAYO SANDOVAL VILLANUEVA,COLINAS DE ATEMAJAC
535,ANABEL BENET MARTORELL,MIRADOR DE SAN ISIDRO
536,PASTORA CASTAÑEDA PERA,AGUA BLANCA
537,SCAR DE ALSINA,LOMA BONITA EJIDAL
538,EUSEBIA POZO PEZ,ARCOS VALLARTA
539,DANILO VIVES HERRERO,LA VENTA DEL ASTILLERO
540,LILIANA CAPDEVILA GLVEZ,BELIZARIO
541,RUTH ELIANA ANTNEZ ARNAU,VALLARTA NORTE
542,ASDRUBAL AGUADO BARROSO,PRADOS VALLARTA 
543,ISIDRO PONS MARISCAL,JRD. DEL BOSQUE
544,BENJAMN PEINADO-GARRIGA,EL CHANTE 
545,ERNESTO MATEO PANIAGUA MALDONADO,COLINAS DE ATEMAJAC
546,DIEGO LZARO VALLE POZA,BENITO JUAREZ 
547,PILAR SEGURA MRMOL,PROVIDENCIA 
548,EDELMIRO DEL SORIANO,COLINAS DE ATEMAJAC
549,ALE GIMENEZ SANS,BALCONES DEL SOL 
550,REYNA GONZALEZ ALFARO,CIRCUMBALACION GUEVARA
551,EDUARDO VLEZ-MORILLO,CENTRO
552,NICOLS PRATS BALLESTEROS,AGUA BLANCA
553,SILVESTRE ABELLN,LAS PINTITAS
554,DOROTEA VILA CANTERO,LOMAS BERDES
555,ELENA VILLANUEVA ARIAS,FTO. 8 DE JULIO
556,NO ALBERO VERDE,PASEOS DEL SOL
557,ANBAL CARRASCO NAVAS,PRADOS TEPEYAC 
558,CANDELA MOLINA,PRADOS TEPEYAC
559,VIOLETA GOMILA VERA,AGUA BLANCA
560,ANGELITA SALES,LOMAS DE ZAPOPAN
561,PEDRO DVILA GODOY,VALLARTA SAN JORGE
562,CARLOTA EVA MARA CAMPOY AMORS,PROVIDENCIA
563,CORNELIO GRANADOS-TERRN,JARDINES DEL NILO
564,GENOVEVA ARANDA GUILLEN,CENTRO
565,RUFINA GALIANO,AGUA BLANCA
566,LEIRE ZABALETA PAREJO,AGUA BLANCA
567,SILVESTRE MORA-BENAVIDES,JARDINES DE GUADALUPE
568,ZAIDA MORALEDA TLLEZ,ACIENDA SAN JOSE
569,ARMIDA SATURNINA PRIETO BARRERA,COLINAS DE ATEMAJAC
570,FERMÍN FRANCISCO JOSE MORCILLO OLIVA,RESIDENCIAL LOMA BONITA
571,HERNN CERVERA DURAN,LA ESPERANZA 
572,CHUS APARICIO MORALES,JARDINES DE SAN IGNACIO
573,FAUSTINO AGUILAR,JARDINES DE SAN IGNACIO
574,TRINI DE POU,LA FLORESTA
575,PRISCILA PEDROSA MOLES,AGUA BLANCA
576,ERASMO DE PUGA,MODERNA
577,MARGARITA DEL PLAZA,JARDINES DE PLAZA DEL SOL
578,BIENVENIDA HERNANDEZ CUETO,STA. TERESITA
579,EUTROPIO YEZ AGUILAR,JARDINES DE SAN IGNACIO
580,HORTENSIA FUERTES-RIVAS,CIUDAD DEL SOL 
581,CATALINA PARDO CANTERO,COLINAS DE ATEMAJAC
582,JOSEFINA NOVOA MOLINA,SANTA ELENA ALCALDE
583,FAUSTO GLVEZ BOADA,JARDINES DE GUADALUPE
584,NAZARET ELVIRA BERENGUER IZQUIERDO,INDEPENDENCIA
585,PO ROCA PINTO,COLINAS DE ATEMAJAC
586,ADELARDO RAMIS CRIADO,AGUA BLANCA
587,DANIEL BLAZQUEZ-TOLEDO,LOMAS DEL COLLI
588,NIDIA MONTESINOS-RIQUELME,COLINAS DE ATEMAJAC
589,MODESTO VILALTA MUOZ,JARDINES DE PLAZA DEL SOL
590,LIDIA MARQUS FERRÁNDEZ,VALLARTA NORTE
591,SALUD SANTAMARA SAAVEDRA,COLINAS DE ATEMAJAC
592,RAIMUNDO BEJARANO-MASCAR,AMERICANA
593,ARTEMIO JURADO-MAYO,CENTRO
594,MANUELITA TOLOSA ARROYO,COLINAS DE ATEMAJAC
595,GABRIELA VALLS-BRAVO,LA TIJERA
596,AZAHARA GALINDO SALAMANCA,COLINAS DE ATEMAJAC
597,IMELDA BAYN LORENZO,VILLA LA VICTORIA
598,IVN MANZANARES ZABALETA,PROVIDENCIA
599,NAZARIO DEL GIMENEZ,COLINAS DE ATEMAJAC
600,JOSÉ ÁNGEL BARRIGA-REGUERA,CAMINO REAL
